elevation,population_2020,rwi,No. Víctimas por Declaración,No. Sujetos Atención ,"Acto terrorista, Atentados, Combates, Enfrentamientos, Hostigamientos",Amenaza,Delitos contra la Libertad y la Integridad sexual en desarrollo del conflicto Armado,Desaparición forzada,Desplazamiento Forzado,"Homicidio, Masacre","Vincuación de Niños, Niñas y Adolescentes a actividades relacionadas con grupos armados",Secuestro,Tortura,Perdida de Bienes Muebles o Inmuebles ,Lesiones Personales Fisicas,Lesiones Personales Psicologicas,comimo_dist,airports_dist,seaport_dist,settlement_dist,finance_dist,edu_dist,buildings_dist,railways_dist,waterways_dist,roads_dist,coca_dist,Vocacion_Agroforestal,Vocacion_Agrícola,Vocacion_Conservación de Suelos,Vocacion_Cuerpo de agua,Vocacion_Forestal,Vocacion_Ganadera,Vocacion_Zonas urbanas,CLIMA_Cuerpo de agua,CLIMA_Cálido húmedo,CLIMA_Cálido húmedo a muy húmedo,CLIMA_Cálido seco,CLIMA_Cálido seco a húmedo,CLIMA_Frío húmedo a muy húmedo,CLIMA_Frío húmedo y frío muy húmedo,CLIMA_Frío muy húmedo,CLIMA_Muy frío y muy húmedo,CLIMA_Templado húmedo a muy húmedo,CLIMA_Zona urbana,TIPO_RELIE_Cuerpo de agua,TIPO_RELIE_Espinazos,TIPO_RELIE_Filas y vigas,TIPO_RELIE_Glacís coluvial y coluvios de remoción,TIPO_RELIE_Glacís y coluvios de remoción,TIPO_RELIE_Lomas y colinas,TIPO_RELIE_Plano de inundación,TIPO_RELIE_Terrazas,TIPO_RELIE_Terrazas y abanicos terrazas,TIPO_RELIE_Vallecitos,TIPO_RELIE_Vallecitos coluvio-aluviales,TIPO_RELIE_Zona urbana,LATITUD_Y,LONGITUD_X,geometry,mines_outcome,LGBM,LR,SVM,
-1.196005495,-0.095901031,-1.275919736,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.351547859,-0.685300135,-0.864173221,-0.295459205,2.117080787,0.349459469,-1.100200157,-1.089696316,-1.169122099,-0.348578638,-0.777309978,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.145048151,-74.81807847,POINT (-74.81807847440501 6.145048151011414),0,0.016763682,0.158970314,0.129414686,
-1.537310871,-0.095901031,-1.768246369,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.498677146,-0.627176165,-0.882730936,-0.841910648,2.128789329,0.121422656,-1.334754946,-1.08549126,-0.825325677,-0.959986101,-0.777356869,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.15402251,-74.81807847,POINT (-74.81807847440501 6.154022509985773),0,0.024895056,0.173516731,0.204204279,
-1.440469898,-0.095901031,-0.991087087,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.645807597,-0.589774399,-0.899218367,-1.022798158,2.023400846,-0.100431337,-1.14174947,-1.08506711,-1.297215468,-0.538079476,-0.829063271,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.162996869,-74.81807847,POINT (-74.81807847440501 6.162996868960132),0,0.012947534,0.195031513,0.202337756,
-1.561896171,-0.095901031,-0.294095934,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.953298763,-0.623220934,-0.935739202,-0.676406736,1.601198231,-0.68660177,-0.845841466,-1.077715021,-1.354348356,0.067942264,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.189919946,-74.81807847,POINT (-74.81807847440501 6.189919945883209),0,0.004093641,0.191111815,0.125454285,
-1.385644293,-0.095901031,0.695273105,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.884086719,-0.629945125,-0.952024002,-0.595996962,1.182715863,-0.906637077,-0.96253665,-1.054586279,-0.292365267,-0.764771405,-0.753454273,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.216843023,-74.81807847,POINT (-74.81807847440501 6.216843022806286),1,0.861281685,0.16359104,0.196309781,
-1.677483569,-0.095901031,-0.219415547,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,2.071276959,-0.432767287,-0.837194745,0.017405388,-0.278152797,1.277452546,0.168053087,-0.905169574,2.779314284,0.783752455,-0.702122823,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.315560972,-74.81807847,POINT (-74.81807847440501 6.315560971524234),0,0.001681751,0.107187078,0.189556557,
0.629971901,-0.095901031,-1.768246369,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.204215819,-0.79214844,-0.904584643,0.287285139,1.934938094,0.511731414,-0.664778238,-1.14111579,-0.631685247,0.726677051,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.136073792,-74.80910412,POINT (-74.80910411543066 6.136073792037055),0,0.009388626,0.115636048,0.093138967,
0.632707938,-0.095901031,-1.768246369,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.351353506,-0.733781014,-0.925827568,-0.024416815,2.031777115,0.271011734,-0.901429137,-1.139027642,-0.984503497,0.13513672,-0.828160095,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.145048151,-74.80910412,POINT (-74.80910411543066 6.145048151011414),0,0.024937162,0.129849056,0.075581182,
0.629971901,-0.095901031,-0.317674796,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.810580489,-0.698435066,-0.999861514,-0.960825397,1.565228066,-0.860145408,-0.577474494,-1.126797639,-1.016071893,-0.689406308,-0.827370447,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.189919946,-74.80910412,POINT (-74.80910411543066 6.189919945883209),0,0.009281499,0.162099747,0.144483697,
0.629971901,-0.095901031,0.035064976,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.738532211,-0.70543022,-1.016734224,-0.336812906,1.142103471,-1.149292911,-0.856022361,-1.103922466,0.203732019,-0.63819546,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.216843023,-74.80910412,POINT (-74.80910411543066 6.216843022806286),0,0.004285013,0.133458128,0.11912482,
-0.608009273,-0.095901031,-1.664499378,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.74856818,-0.752609317,-1.040152161,-0.306205339,1.778105883,-0.511725327,-0.48390878,-1.183638488,-1.241860056,-0.404288253,-0.778218035,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.171971228,-74.80012976,POINT (-74.8001297564563 6.171971227934491),0,0.003690938,0.143310098,0.072087342,
-1.38446672,-0.095901031,-0.887340095,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.705454722,-0.764705126,-1.053229741,-0.664135183,1.677518441,-0.752107431,-0.352347153,-1.180943798,-0.724197891,-0.741202496,-0.828232916,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.180945587,-74.80012976,POINT (-74.8001297564563 6.18094558690885),0,0.01048072,0.16098966,0.088773463,
-1.436052664,-0.095901031,-0.110180812,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.636891299,-0.779314594,-1.072230428,-0.557150709,1.392022894,-1.206816415,-0.278176519,-1.168383678,-0.960396836,-0.811520607,-0.778186863,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.198894305,-74.80012976,POINT (-74.8001297564563 6.198894304857568),0,0.007449006,0.160993759,0.065206687,
-0.848711062,-0.095901031,-0.102635577,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.611803379,-0.781748861,-1.078073775,-0.546175332,1.249626571,-1.376951329,-0.597489918,-1.158604475,-0.288548373,-0.286589859,-0.823856345,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.207868664,-74.80012976,POINT (-74.8001297564563 6.207868663831927),0,0.004212248,0.14865249,0.109104426,
1.126345951,-0.095901031,-1.731463345,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.660408525,-0.810990555,-1.087304265,0.516315698,1.67194697,-0.292514614,-0.343856876,-1.233333307,-0.45633408,-0.348068759,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.162996869,-74.7911554,POINT (-74.79115539748194 6.162996868960132),0,0.00434542,0.10152245,0.045751729,
0.852671952,-0.095901031,-1.664499378,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.609908047,-0.826850598,-1.103271162,0.125212926,1.636961839,-0.54083591,-0.220543882,-1.233044954,-1.022475618,-0.406977545,-0.749175674,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.171971228,-74.7911554,POINT (-74.79115539748194 6.171971227934491),0,0.004220166,0.108909801,0.031690112,
1.05119736,-0.095901031,-0.887340095,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.564985124,-0.839471529,-1.11684314,-0.099737645,1.607363055,-0.789151636,-0.035156842,-1.23021255,-0.648840117,-0.178098168,-0.778998133,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.180945587,-74.7911554,POINT (-74.79115539748194 6.18094558690885),0,0.002772288,0.109991536,0.023283259,
1.269259757,-0.095901031,-0.887340095,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.526090927,-0.848781049,-1.127961263,-0.452643475,1.509639619,-1.037455203,-0.111579135,-1.224858192,-1.269720493,-0.97530979,-0.779043416,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.189919946,-74.7911554,POINT (-74.79115539748194 6.189919945883209),0,0.007397564,0.128856355,0.139959776,
1.487833127,-0.095901031,-0.110180812,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.493443458,-0.854724443,-1.1365758,-1.017657885,1.365969605,-1.285722862,-0.228987016,-1.217022963,-0.909865977,-0.54092389,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.198894305,-74.7911554,POINT (-74.79115539748194 6.198894304857568),1,0.871189503,0.138594735,0.216557,
1.416985716,-0.095901031,-1.457005395,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.425043013,-0.914168171,-1.180366047,0.189726036,1.465327425,-0.758106377,-0.173617756,-1.279464121,-0.679085436,-0.565814058,-0.749208976,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.180945587,-74.78218104,POINT (-74.78218103850759 6.18094558690885),0,0.008737148,0.094948485,0.021175338,
1.436960039,-0.095901031,-1.457005395,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.384406048,-0.923905267,-1.19192703,-0.354699902,1.440280486,-0.994845006,-0.382299811,-1.273825079,-0.994199181,-0.704173616,-0.780699654,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.189919946,-74.78218104,POINT (-74.78218103850759 6.189919945883209),0,0.004120432,0.112365568,0.051459286,
1.464158768,-0.095901031,-0.247881365,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.35026142,-0.930123797,-1.200888819,-0.801196802,1.345797006,-1.218859172,-0.532756555,-1.265579667,-1.274420593,-0.986806483,-0.780791066,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.198894305,-74.78218104,POINT (-74.78218103850759 6.198894304857568),0,0.027567502,0.12706625,0.214092599,
1.45499033,-0.095901031,-0.236563511,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.32282673,-0.932783048,-1.207207052,-0.785252914,1.201406313,-1.396460208,-0.587596956,-1.254795874,-1.086879077,-0.432111437,-0.823856345,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.207868664,-74.78218104,POINT (-74.78218103850759 6.207868663831927),0,0.011532862,0.129347764,0.135838093,
1.472398773,-0.095901031,-0.225245658,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.302283901,-0.931865419,-1.210849846,-0.453303247,1.057114633,-1.404621257,-0.748597979,-1.251875038,-1.027991685,-0.15966962,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.216843023,-74.78218104,POINT (-74.78218103850759 6.216843022806286),0,0.002660358,0.12217027,0.072936991,
0.952480945,-0.095901031,-2.626516937,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.334711639,-0.974966043,-1.229107978,0.953545865,1.355536491,-0.44181491,-0.104369284,-1.331849898,-0.202284761,-0.049516907,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.171971228,-74.77320668,POINT (-74.77320667953323 6.171971227934491),-1,0.003088951,0.081676089,0.032838297,
1.334598358,-0.095901031,-1.87387967,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.285701738,-0.988785007,-1.243787253,0.45049498,1.323508115,-0.665281586,-0.380195743,-1.328695609,-0.578282768,-0.015839431,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.180945587,-74.77320668,POINT (-74.77320667953323 6.18094558690885),-1,0.002696861,0.090313478,0.013988159,
1.362981005,-0.095901031,-1.87387967,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.243165555,-0.99899065,-1.255827326,0.016242734,1.297417261,-0.873820585,-0.624240067,-1.322740301,-0.5869394,-0.131410744,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.189919946,-74.77320668,POINT (-74.77320667953323 6.189919945883209),0,0.003891057,0.097645359,0.022584042,
1.142144665,-0.095901031,-1.121242403,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.207384008,-1.005511115,-1.265165369,-0.261513355,1.27740167,-1.052056418,-0.822713699,-1.314040261,-0.749768781,-0.770728045,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.198894305,-74.77320668,POINT (-74.77320667953323 6.198894304857568),0,0.029002641,0.10973962,0.073499498,
1.187724686,-0.095901031,-0.637404161,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.178606098,-1.008299493,-1.271751276,-0.253559717,1.186594575,-1.166503772,-0.905410941,-1.303738021,-1.287949429,-0.774162907,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.207868664,-74.77320668,POINT (-74.77320667953323 6.207868663831927),0,0.012556717,0.11871334,0.131359049,
1.174311509,-0.095901031,-1.025233095,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.156540146,-0.947392258,-1.252520902,-0.740760911,0.317655068,-0.295043756,-0.422307846,-1.250645876,2.300759679,1.14877966,-0.818681532,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.261714818,-74.77320668,POINT (-74.77320667953323 6.26171481767808),0,0.000944645,0.077223418,0.093074673,
1.168576936,-0.095901031,-2.290753945,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.147048495,-1.06330998,-1.307093644,0.465269079,1.181933196,-0.525650608,-0.522487412,-1.377903419,-1.363438644,-0.209071952,-0.828232916,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.180945587,-74.76423232,POINT (-74.76423232055888 6.18094558690885),-1,0.002373369,0.094217038,0.03838359,
1.099467164,-0.095901031,-2.290753945,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.102435843,-1.074031251,-1.319653572,-0.078570687,1.154708956,-0.703486352,-0.818379411,-1.371594742,-1.360925078,-0.500822845,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.189919946,-74.76423232,POINT (-74.76423232055888 6.189919945883209),-1,0.003739954,0.104853718,0.065484942,
1.352143727,-0.095901031,-1.994603442,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.064857884,-1.080884537,-1.329400613,-0.558143625,1.133811794,-0.843978184,-1.07443028,-1.362388124,-1.37983776,-0.8859416,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.198894305,-74.76423232,POINT (-74.76423232055888 6.198894304857568),0,0.038720292,0.113798111,0.180653881,
1.136105178,-0.095901031,-1.03824481,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.034601132,-1.083815415,-1.33627789,-0.770430338,1.119365048,-0.925588186,-1.223201966,-1.353116813,-0.862027344,-0.795733765,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.207868664,-74.76423232,POINT (-74.76423232055888 6.207868663831927),1,0.845578072,0.112600781,0.12506437,
0.871107515,-0.095901031,-0.081886178,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.011907658,-1.082800299,-1.340244349,-0.481843154,1.032740233,-0.928533537,-1.058933114,-1.350447238,-0.368183332,-0.184579458,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.216843023,-74.76423232,POINT (-74.76423232055888 6.216843022806286),0,0.003269176,0.101513401,0.048623162,
0.862339506,-0.095901031,-0.081886178,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,0.996966051,-1.077847381,-1.341275956,-0.764755803,0.887384814,-0.896799818,-0.793984101,-1.345171282,0.30115196,0.563210587,-0.823025989,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.225817382,-74.76423232,POINT (-74.76423232055888 6.225817381780645),0,0.001621523,0.094372169,0.075727527,
0.913723232,-0.095901031,-0.081886178,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,0.989903904,-1.068996297,-1.339366419,-0.836109799,0.742040928,-0.879235157,-0.636395127,-1.337199964,1.081919367,1.170146106,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.234791741,-74.76423232,POINT (-74.76423232055888 6.234791740755004),0,0.001391538,0.085576587,0.085491411,
1.105661945,-0.095901031,-1.188831101,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,0.989812181,-1.056316573,-1.334527372,-0.404115048,0.596710443,-0.788788828,-0.594833238,-1.32647698,1.895779463,1.261081618,-0.780426409,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2437661,-74.76423232,POINT (-74.76423232055888 6.2437660997293625),0,0.000761708,0.067965503,0.168012528,
0.805944081,-0.095901031,-1.525855671,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,1.009187635,-1.137728498,-1.370269778,0.377592423,1.040635754,-0.354061411,-0.56921298,-1.427083046,-0.529843542,-0.977478424,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.180945587,-74.75525796,POINT (-74.75525796158452 6.18094558690885),-1,0.006703906,0.084819017,0.125259758,
0.815549683,-0.095901031,-1.525855671,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,0.96229691,-1.149019849,-1.383395633,-0.208063405,1.012176907,-0.505331695,-0.888727281,-1.420377019,-0.564206555,-0.33499129,-0.826406346,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.189919946,-74.75525796,POINT (-74.75525796158452 6.189919945883209),-1,0.002134732,0.090606176,0.035965692,
0.805768914,-0.095901031,-1.341940549,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,0.922739598,-1.156241801,-1.393588818,-0.793457299,0.990317544,-0.700988106,-1.207781486,-1.410602621,-0.76888423,-0.532920352,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.198894305,-74.75525796,POINT (-74.75525796158452 6.198894304857568),0,0.011579705,0.104020847,0.067908938,
0.878675241,0.690632873,-0.776047868,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,0.890847336,-1.159330729,-1.400784425,-1.267850475,0.97519855,-0.898495178,-1.454565459,-1.402495607,-1.358671433,-0.912801919,-0.830368734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.207868664,-74.75525796,POINT (-74.75525796158452 6.207868663831927),0,0.053997304,0.122600611,0.205135626,
0.941172437,-0.095901031,-0.210155186,0.357537616,0.381881079,0.494348638,-0.523738627,-0.037788346,1.238136563,0.134034606,1.846819132,0.160219102,-0.339134797,-0.322773596,2.029345254,0.271025582,-0.762801329,0.866902165,-1.158259017,-1.404935481,-0.688402527,0.966919721,-1.0576181,-1.191449403,-1.399707542,-0.741853414,-0.298243996,-0.783364946,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.216843023,-74.75525796,POINT (-74.75525796158452 6.216843022806286),0,0.00725229,0.097778607,0.058802081,
