elevation,population_2020,rwi,No. Víctimas por Declaración,No. Sujetos Atención ,"Acto terrorista, Atentados, Combates, Enfrentamientos, Hostigamientos",Amenaza,Delitos contra la Libertad y la Integridad sexual en desarrollo del conflicto Armado,Desaparición forzada,Desplazamiento Forzado,"Homicidio, Masacre","Vincuación de Niños, Niñas y Adolescentes a actividades relacionadas con grupos armados",Secuestro,Tortura,Perdida de Bienes Muebles o Inmuebles ,Lesiones Personales Fisicas,Lesiones Personales Psicologicas,comimo_dist,airports_dist,seaport_dist,settlement_dist,finance_dist,edu_dist,buildings_dist,railways_dist,waterways_dist,roads_dist,coca_dist,Vocacion_Agroforestal,Vocacion_Agrícola,Vocacion_Conservación de Suelos,Vocacion_Cuerpo de agua,Vocacion_Forestal,Vocacion_Ganadera,Vocacion_Zonas urbanas,CLIMA_Cuerpo de agua,CLIMA_Cálido húmedo,CLIMA_Cálido húmedo a muy húmedo,CLIMA_Cálido seco,CLIMA_Cálido seco a húmedo,CLIMA_Frío húmedo a muy húmedo,CLIMA_Frío húmedo y frío muy húmedo,CLIMA_Frío muy húmedo,CLIMA_Muy frío y muy húmedo,CLIMA_Templado húmedo a muy húmedo,CLIMA_Zona urbana,TIPO_RELIE_Cuerpo de agua,TIPO_RELIE_Espinazos,TIPO_RELIE_Filas y vigas,TIPO_RELIE_Glacís coluvial y coluvios de remoción,TIPO_RELIE_Glacís y coluvios de remoción,TIPO_RELIE_Lomas y colinas,TIPO_RELIE_Plano de inundación,TIPO_RELIE_Terrazas,TIPO_RELIE_Terrazas y abanicos terrazas,TIPO_RELIE_Vallecitos,TIPO_RELIE_Vallecitos coluvio-aluviales,TIPO_RELIE_Zona urbana,LATITUD_Y,LONGITUD_X,geometry,mines_outcome,LGBM,LR,SVM,
-0.484746507,-0.095901031,-1.385325655,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-1.217237743,0.624340466,-0.935400192,-0.099612173,-0.891116301,0.31791136,-0.021172234,2.615496575,-0.992198654,1.079067916,5.082902508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.795048151,-75.55397591,POINT (-75.55397591030223 5.795048151011415),-1,0.865623814,0.027770702,0.980060533,
-0.526852588,-0.095901031,-0.161111154,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-1.085402204,0.553231376,-0.959472517,0.133761908,-0.942022399,0.093739919,-0.219644139,2.61799934,-1.123396156,0.842894508,5.124369236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.80402251,-75.55397591,POINT (-75.55397591030223 5.804022509985774),-1,0.939019842,0.026559656,0.986834915,
-0.336189468,-0.095901031,-0.592447131,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-1.074618571,1.178533551,-0.627808547,2.134531649,-1.06781801,0.104634967,0.408978448,2.564499976,-0.51503979,-0.525167343,4.412500547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.723253279,-75.54500155,POINT (-75.54500155132787 5.723253279216544),-1,0.853231791,0.040939724,0.99013542,
-0.575435989,-0.095901031,-0.592447131,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-1.219105576,1.105573628,-0.664150431,2.098863788,-1.099367131,0.053491595,0.398341158,2.562883198,-1.362222451,0.130123865,4.475056773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.732227638,-75.54500155,POINT (-75.54500155132787 5.732227638190903),-1,0.871418227,0.042333535,0.993205323,
-0.51362994,-0.095901031,-1.248882642,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-1.497996674,0.960037107,-0.732555822,1.898512151,-1.101892708,0.057202244,0.53666734,2.561204632,0.143901953,0.523184264,4.607560245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.750176356,-75.54500155,POINT (-75.54500155132787 5.750176356139621),-1,0.945507444,0.029813256,0.92802211,
-0.455359449,-0.095901031,-3.209386399,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-1.607615944,0.887476761,-0.764474298,1.429890433,-1.071708008,0.097807278,0.369768443,2.561143392,0.347388795,0.541137762,4.677329682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.759150715,-75.54500155,POINT (-75.54500155132787 5.75915071511398),-1,0.931159191,0.028425101,0.87819193,
-0.537400817,-0.095901031,-1.943044331,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-1.623201409,0.815067005,-0.794770977,1.014620438,-1.022503828,0.159205297,0.143895341,2.561600931,-0.47488512,0.552823906,4.749327944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.768125074,-75.54500155,POINT (-75.54500155132787 5.7681250740883385),-1,0.916057547,0.03110973,0.985587517,
-0.589296016,-0.095901031,-1.309873297,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-1.544393283,0.742817787,-0.823370619,0.685989814,-0.956740328,0.251028933,-0.069836196,2.562577098,-1.090729959,0.608050806,4.823469884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.777099433,-75.54500155,POINT (-75.54500155132787 5.7770994330626975),-1,0.825620332,0.032438506,0.99488127,
-0.601590231,-0.095901031,-0.62891577,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-1.4130903,0.670739927,-0.850214979,0.491580336,-0.877093299,0.369166368,-0.236546165,2.564071577,-1.143431908,0.861077544,4.899672289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.786073792,-75.54500155,POINT (-75.54500155132787 5.786073792037056),-1,0.788910917,0.030280014,0.992422158,
-0.610837652,-0.095901031,-0.911862111,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-0.789593176,1.305427533,-0.499372942,1.971373252,-0.825695386,0.516851399,0.298757686,2.519899966,-1.169768253,0.350352068,4.177077455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.705304561,-75.53602719,POINT (-75.53602719235352 5.705304561267826),-1,0.78744649,0.054542972,0.992242303,
-0.585082669,-0.095901031,-1.240079867,-1.945303012,-1.895073865,-0.239793207,1.862247141,-0.875081448,-3.027958486,-1.800217644,-1.181144889,-1.326473314,-0.592173355,-0.34579808,-0.820693907,-1.520341243,-0.762801329,-0.936735817,1.231863305,-0.537414141,1.716238231,-0.884470652,0.417210615,0.168612345,2.517221554,-1.006622257,-0.273941248,4.235713737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.71427892,-75.53602719,POINT (-75.53602719235352 5.714278920242185),-1,0.800705169,0.053079361,0.995865387,
